C:\Users_Data\porat\Efrat\2017_Feb_11 Xp_Pv mid log colony starter 17_1_2017\17starter  C 0_5hr Syber CM-EDF_14_26 Oct.daf		
focused & single		
Control 0.5 hour lap		
Object Number	"Length_Component(1, Area, Object(M01, BF, Tight), Descending)"	Legth category
4896	8.666666667	7-12
4897	8.666666667	7-12
4898	7.333333333	7-12
4899	24.66666667	12+
4901	8.333333333	7-12
4902	12.66666667	12+
4903	6.666666667	3-7
4904	15.66666667	12+
4905	9.333333333	7-12
4906	10	7-12
4907	6.333333333	3-7
4909	9.666666667	7-12
4911	13.33333333	12+
4913	10.33333333	7-12
4914	3.333333333	3-7
4915	20.66666667	12+
4916	8	7-12
4917	15.33333333	12+
4918	6.666666667	3-7
4919	8	7-12
4920	9.666666667	7-12
4921	8.666666667	7-12
4922	9.333333333	7-12
4923	13.66666667	12+
4924	9.333333333	7-12
4925	9	7-12
4926	7.333333333	7-12
4928	7	3-7
4929	9.333333333	7-12
4930	19.66666667	12+
4932	5.333333333	3-7
4933	7.666666667	7-12
4936	9	7-12
4938	8	7-12
4939	7.666666667	7-12
4942	9.666666667	7-12
4943	8.333333333	7-12
4945	8	7-12
4946	15.33333333	12+
4948	7.333333333	7-12
4950	12	7-12
4952	2.666666667	#NAME?
4953	7.666666667	7-12
4954	13	12+
4955	6.333333333	3-7
4956	7	3-7
4957	13	12+
4958	9.333333333	7-12
4960	3	#NAME?
4962	9	7-12
4963	7	3-7
4965	11	7-12
4966	7	3-7
4967	9.333333333	7-12
4968	7.333333333	7-12
4971	40	12+
4972	10.33333333	7-12
4973	6.333333333	3-7
4974	2.666666667	#NAME?
4975	8.666666667	7-12
4976	7.333333333	7-12
4978	13.33333333	12+
4979	6.666666667	3-7
4980	8.666666667	7-12
4981	8.333333333	7-12
4982	14	12+
4983	10.33333333	7-12
4986	8.333333333	7-12
4990	6.666666667	3-7
4991	7.333333333	7-12
4994	5	3-7
4995	3	#NAME?
4996	13.66666667	12+
4998	5.333333333	3-7
4999	10.33333333	7-12
5000	10.33333333	7-12
5001	13	12+
5002	3	#NAME?
5003	15.33333333	12+
5004	12.66666667	12+
5007	6.333333333	3-7
5008	14.66666667	12+
5009	6	3-7
5010	7	3-7
5011	8	7-12
5012	6.333333333	3-7
5014	6.333333333	3-7
5016	13.33333333	12+
5018	9	7-12
5019	8.333333333	7-12
5020	9.333333333	7-12
5021	10	7-12
5022	7.333333333	7-12
5023	15.66666667	12+
5024	7	3-7
5027	11.66666667	7-12
5030	5	3-7
5031	8	7-12
5032	9.333333333	7-12
5033	3.333333333	3-7
5035	13	12+
5036	6.666666667	3-7
5037	6.666666667	3-7
5038	5.333333333	3-7
5040	6.666666667	3-7
5041	10.33333333	7-12
5042	8.666666667	7-12
5043	7.333333333	7-12
5045	7	3-7
5046	6.666666667	3-7
5047	9.333333333	7-12
5050	4.666666667	3-7
5051	18.33333333	12+
5052	6	3-7
5053	9	7-12
5054	7.666666667	7-12
5055	8.666666667	7-12
5057	7	3-7
5058	19.66666667	12+
5059	7.333333333	7-12
5060	9	7-12
5061	8.666666667	7-12
5062	9.666666667	7-12
5064	6.333333333	3-7
5067	6	3-7
5068	12	7-12
5069	9.333333333	7-12
5070	8	7-12
5071	9.666666667	7-12
5072	14.66666667	12+
5074	12.66666667	12+
5077	7.333333333	7-12
5078	11.33333333	7-12
5079	10	7-12
5080	13.33333333	12+
5081	12.33333333	12+
5082	6.666666667	3-7
5084	5.333333333	3-7
5085	7.333333333	7-12
5086	12.33333333	12+
5087	10	7-12
5088	13.33333333	12+
5089	6.333333333	3-7
5092	12.66666667	12+
5093	5	3-7
5094	6.666666667	3-7
5097	7	3-7
5098	3	#NAME?
5099	10.33333333	7-12
5100	6.333333333	3-7
5102	5.333333333	3-7
5103	8.333333333	7-12
5104	10	7-12
5105	45.33333333	12+
5107	10	7-12
5108	9.666666667	7-12
5109	11	7-12
5110	9.333333333	7-12
5111	3.666666667	3-7
5112	8.666666667	7-12
5113	19	12+
5114	7	3-7
5115	3.666666667	3-7
5116	9.666666667	7-12
5117	11.66666667	7-12
5119	12	7-12
5120	3.666666667	3-7
5121	5.666666667	3-7
5122	6.333333333	3-7
5123	6.333333333	3-7
5124	10	7-12
5125	49	12+
5126	17.33333333	12+
5127	10.33333333	7-12
5128	12	7-12
5129	7.666666667	7-12
5130	3.666666667	3-7
5132	21.33333333	12+
5133	13.33333333	12+
5134	5	3-7
5135	5.333333333	3-7
5136	8.333333333	7-12
5137	3	#NAME?
5138	11	7-12
5139	10.33333333	7-12
5142	8	7-12
5145	10.66666667	7-12
5146	8.666666667	7-12
5148	9.666666667	7-12
5149	16.33333333	12+
5150	9	7-12
5152	7.333333333	7-12
5153	10.66666667	7-12
5154	14	12+
5156	3.333333333	3-7
5157	8.333333333	7-12
5159	10.66666667	7-12
5160	10.66666667	7-12
5161	9.666666667	7-12
5162	7.666666667	7-12
5163	16.66666667	12+
5164	5.666666667	3-7
5165	17.66666667	12+
5166	6.333333333	3-7
5167	65.33333333	12+
5168	9.333333333	7-12
5171	10	7-12
5172	7.333333333	7-12
5173	7	3-7
5174	10	7-12
5175	16.66666667	12+
5176	6.333333333	3-7
5177	10.66666667	7-12
5178	9.666666667	7-12
5179	7.333333333	7-12
5180	10.33333333	7-12
5181	8.666666667	7-12
5182	10	7-12
5183	5.666666667	3-7
5188	5.666666667	3-7
5190	4.666666667	3-7
5193	7.333333333	7-12
5195	7.666666667	7-12
5196	8.333333333	7-12
5197	10	7-12
5198	8	7-12
5199	7	3-7
5200	12.66666667	12+
5201	7	3-7
5202	8	7-12
5203	6.666666667	3-7
5204	18.66666667	12+
5205	7.333333333	7-12
5206	8.333333333	7-12
5207	4.333333333	3-7
5208	5.666666667	3-7
5209	8.666666667	7-12
5211	14.66666667	12+
5213	7.666666667	7-12
5214	19	12+
5215	5.666666667	3-7
5216	13	12+
5217	8.333333333	7-12
5219	6.666666667	3-7
5221	6.333333333	3-7
5223	6.666666667	3-7
5224	8	7-12
5225	28.33333333	12+
5226	9.333333333	7-12
5227	10	7-12
5228	7	3-7
5230	8	7-12
5234	13.33333333	12+
5235	6.333333333	3-7
5236	8	7-12
5238	6.333333333	3-7
5239	9.666666667	7-12
5240	23.33333333	12+
5241	5.333333333	3-7
5242	4	3-7
5243	12.33333333	12+
5245	7.666666667	7-12
5247	6.333333333	3-7
5248	26	12+
5250	6.333333333	3-7
5252	8.333333333	7-12
5253	4.333333333	3-7
5254	5.333333333	3-7
5255	20	12+
5256	9	7-12
5257	9.666666667	7-12
5260	6.666666667	3-7
5261	12.66666667	12+
5262	3.666666667	3-7
5263	6.333333333	3-7
5264	20.33333333	12+
5265	9	7-12
5266	8.333333333	7-12
5267	10.66666667	7-12
5269	13	12+
5270	11	7-12
5272	13.33333333	12+
5273	6.666666667	3-7
5275	7.666666667	7-12
5277	4.666666667	3-7
5278	9	7-12
5279	4	3-7
5281	4.333333333	3-7
5282	7.333333333	7-12
5283	7	3-7
5284	10.33333333	7-12
5285	8	7-12
5286	7	3-7
5287	11	7-12
5288	15	12+
5289	27	12+
5290	18.66666667	12+
5291	6.666666667	3-7
5293	7.333333333	7-12
5294	12	7-12
5296	17	12+
5297	9	7-12
5299	15.33333333	12+
5300	7.333333333	7-12
5301	8	7-12
5303	9.333333333	7-12
5304	5.666666667	3-7
5305	13.66666667	12+
5306	10.33333333	7-12
5307	9.333333333	7-12
5308	2.666666667	#NAME?
5310	6.333333333	3-7
5311	9	7-12
5312	6.333333333	3-7
5313	13.66666667	12+
5314	8.666666667	7-12
5315	6.333333333	3-7
5316	6.666666667	3-7
5317	7.666666667	7-12
5318	12.66666667	12+
5319	12.66666667	12+
5321	7.333333333	7-12
5322	5.333333333	3-7
5323	6	3-7
5324	6.333333333	3-7
5325	10.33333333	7-12
5327	9.333333333	7-12
5328	5.666666667	3-7
5329	7.333333333	7-12
5330	20.33333333	12+
5331	5.666666667	3-7
5332	2.666666667	#NAME?
5333	15	12+
5334	11.66666667	7-12
5335	10.66666667	7-12
5337	10.66666667	7-12
5338	10.66666667	7-12
5340	10.33333333	7-12
5341	8	7-12
5342	22	12+
5343	9.333333333	7-12
5344	6.333333333	3-7
5346	9.666666667	7-12
5347	9.666666667	7-12
5348	13	12+
5350	9	7-12
5351	14.66666667	12+
5352	6.666666667	3-7
5354	5.666666667	3-7
5355	10.33333333	7-12
5356	4	3-7
5358	12.66666667	12+
5359	10	7-12
5361	11	7-12
5362	10.66666667	7-12
5363	6.666666667	3-7
5364	7.666666667	7-12
5365	17.33333333	12+
5366	10	7-12
5367	10.66666667	7-12
5369	7.333333333	7-12
5372	5.666666667	3-7
5373	7.333333333	7-12
5374	10	7-12
5375	6.666666667	3-7
5377	10	7-12
5378	7.666666667	7-12
5379	7.666666667	7-12
5380	7.666666667	7-12
5381	6	3-7
5382	9.666666667	7-12
5383	8	7-12
5384	7.666666667	7-12
5385	9.666666667	7-12
5387	7	3-7
5388	4.333333333	3-7
5392	7.333333333	7-12
5393	10.33333333	7-12
5394	9.333333333	7-12
5395	3.666666667	3-7
5396	9.333333333	7-12
5397	8.666666667	7-12
5398	14.33333333	12+
5399	8.333333333	7-12
5400	5.333333333	3-7
5401	7.666666667	7-12
5403	13.33333333	12+
5405	12	7-12
5406	10.66666667	7-12
5407	14.66666667	12+
5408	9	7-12
5409	5.666666667	3-7
5411	10	7-12
5413	8	7-12
5414	10.66666667	7-12
5415	7.666666667	7-12
5416	7.666666667	7-12
5417	8.333333333	7-12
5419	14.33333333	12+
5420	9.333333333	7-12
5422	7.666666667	7-12
5423	28.66666667	12+
5426	9.666666667	7-12
5427	9	7-12
5429	8.333333333	7-12
5430	15.66666667	12+
5431	41.33333333	12+
5432	9.666666667	7-12
5435	13.33333333	12+
5436	7	3-7
5437	8.333333333	7-12
5438	7.333333333	7-12
5439	13.33333333	12+
5440	20.33333333	12+
5441	23.66666667	12+
5442	6.333333333	3-7
5443	11.33333333	7-12
5444	12.33333333	12+
5445	10	7-12
5446	14	12+
5447	11.33333333	7-12
5448	8.666666667	7-12
5450	10.66666667	7-12
5451	4.333333333	3-7
5452	7	3-7
5453	7.333333333	7-12
5454	7.333333333	7-12
5455	13.33333333	12+
5457	9	7-12
5458	5.333333333	3-7
5459	13.33333333	12+
5460	10	7-12
5461	9.333333333	7-12
5462	2.666666667	#NAME?
5463	2.333333333	#NAME?
5464	20.66666667	12+
5465	7.666666667	7-12
5468	4.666666667	3-7
5471	9.333333333	7-12
5472	4.333333333	3-7
5473	9.333333333	7-12
5476	7	3-7
5477	8.666666667	7-12
5478	12.66666667	12+
5480	14.66666667	12+
5481	8.666666667	7-12
5482	20	12+
5484	8	7-12
5485	6.333333333	3-7
5486	12	7-12
5487	9.333333333	7-12
5488	4.333333333	3-7
5491	4	3-7
5492	12.33333333	12+
5493	8	7-12
5494	7.333333333	7-12
5495	9.666666667	7-12
5496	2.333333333	#NAME?
5497	8	7-12
5498	10.33333333	7-12
5499	12	7-12
5501	9.666666667	7-12
5502	7.333333333	7-12
5503	9.333333333	7-12
5504	12.66666667	12+
5505	6.333333333	3-7
5506	8	7-12
5507	12	7-12
5509	8.666666667	7-12
5510	8.666666667	7-12
5511	2.666666667	#NAME?
5512	5.666666667	3-7
5513	6.666666667	3-7
5514	7	3-7
5515	3.666666667	3-7
5516	8.333333333	7-12
5517	3	#NAME?
5518	19	12+
5519	7.333333333	7-12
5520	6.666666667	3-7
5521	12.33333333	12+
5522	13	12+
5523	6.333333333	3-7
5524	7	3-7
5526	8	7-12
5527	6	3-7
5528	8.666666667	7-12
5529	7	3-7
5530	9	7-12
5532	11	7-12
5535	10.66666667	7-12
5536	6	3-7
5538	7.666666667	7-12
5539	10	7-12
5540	5.333333333	3-7
5541	9.333333333	7-12
5542	4.666666667	3-7
5543	10	7-12
5546	8.666666667	7-12
5547	8	7-12
5548	10.66666667	7-12
5550	6.333333333	3-7
5551	8.333333333	7-12
5552	7	3-7
5553	9.666666667	7-12
5554	14	12+
5556	16	12+
5557	9.666666667	7-12
5559	13.33333333	12+
5560	9.666666667	7-12
5561	12.33333333	12+
5562	9.666666667	7-12
5563	24.33333333	12+
5564	10	7-12
5565	18.33333333	12+
5567	2.666666667	#NAME?
5568	5.333333333	3-7
5570	3.333333333	3-7
5572	11	7-12
5573	9	7-12
5574	3.666666667	3-7
5575	8.333333333	7-12
5577	9.666666667	7-12
5578	6.666666667	3-7
5579	8	7-12
5580	20.66666667	12+
5583	5	3-7
5584	4.666666667	3-7
5585	6	3-7
5586	8	7-12
5587	12.33333333	12+
5588	9.333333333	7-12
5589	9	7-12
5591	9.666666667	7-12
5594	6.333333333	3-7
5595	8	7-12
5596	10.33333333	7-12
5597	6.666666667	3-7
5598	12.33333333	12+
5599	6	3-7
5600	3.333333333	3-7
5601	8	7-12
5602	23.33333333	12+
5603	13.33333333	12+
5604	6.666666667	3-7
5605	9	7-12
5606	12	7-12
5608	8	7-12
5609	16	12+
5611	12.33333333	12+
5612	13	12+
5614	10.66666667	7-12
5615	6.666666667	3-7
5616	3.666666667	3-7
5617	2.333333333	#NAME?
5618	10.33333333	7-12
5619	6.666666667	3-7
5620	9	7-12
5621	10.33333333	7-12
5624	5.666666667	3-7
5626	9.666666667	7-12
5628	20.66666667	12+
5630	10	7-12
5631	9	7-12
5632	12	7-12
5633	19.33333333	12+
5634	4.333333333	3-7
5635	9	7-12
5636	13	12+
5637	3	#NAME?
5638	7	3-7
5639	7.333333333	7-12
5640	11.66666667	7-12
5642	10	7-12
5643	10.66666667	7-12
5644	6.666666667	3-7
5648	11.66666667	7-12
5649	7.666666667	7-12
5650	9.333333333	7-12
5651	7.666666667	7-12
5652	9	7-12
5653	17.33333333	12+
5655	9	7-12
5656	8.666666667	7-12
5657	7.666666667	7-12
5658	7.666666667	7-12
5659	19	12+
5660	17	12+
5661	10	7-12
5662	18.33333333	12+
5663	8	7-12
5669	9.666666667	7-12
5670	8	7-12
5671	7	3-7
5672	6.333333333	3-7
5673	6.666666667	3-7
5676	8	7-12
5677	13	12+
5678	9.333333333	7-12
5679	2	#NAME?
5680	2.333333333	#NAME?
5681	4.666666667	3-7
5682	10.33333333	7-12
5683	7	3-7
5684	16.33333333	12+
5685	3	#NAME?
5686	6.333333333	3-7
5687	11.33333333	7-12
5688	18	12+
5689	10.66666667	7-12
5690	7	3-7
5691	13.33333333	12+
5692	12.33333333	12+
5693	11.66666667	7-12
5694	9	7-12
5697	6	3-7
5699	4.333333333	3-7
5701	8.333333333	7-12
5702	3	#NAME?
5704	16	12+
5705	6	3-7
5706	9.333333333	7-12
5707	8	7-12
5708	12	7-12
5709	21.66666667	12+
5710	10	7-12
5712	5.666666667	3-7
5714	5.666666667	3-7
5715	57.66666667	12+
5717	7.333333333	7-12
5718	8	7-12
5719	7.333333333	7-12
5720	9.666666667	7-12
5722	6	3-7
5724	8	7-12
5725	9.666666667	7-12
5726	7.333333333	7-12
5727	14.33333333	12+
5728	8.666666667	7-12
5729	10.33333333	7-12
5730	3.666666667	3-7
5731	6	3-7
5732	10.66666667	7-12
5733	12	7-12
5734	7.333333333	7-12
5735	9.666666667	7-12
5736	11.33333333	7-12
5737	10.33333333	7-12
5738	7.333333333	7-12
5740	4.666666667	3-7
5741	6.333333333	3-7
5742	9	7-12
5743	15.33333333	12+
5744	10.66666667	7-12
5745	8	7-12
5746	9.333333333	7-12
5747	16	12+
5748	15	12+
5749	8.333333333	7-12
5750	8.333333333	7-12
5752	16	12+
5753	5.666666667	3-7
5754	7	3-7
5755	8	7-12
5757	13	12+
5758	10.33333333	7-12
5759	7.333333333	7-12
5760	6.666666667	3-7
5761	21.33333333	12+
5762	5.333333333	3-7
5764	10.33333333	7-12
5765	11	7-12
5766	12	7-12
5767	11.66666667	7-12
5768	12	7-12
5769	14.33333333	12+
5770	8.333333333	7-12
5771	20.66666667	12+
5772	16	12+
5773	7.333333333	7-12
5775	8.333333333	7-12
5776	4.666666667	3-7
5777	6.666666667	3-7
5779	11.66666667	7-12
5780	10.66666667	7-12
5781	7.333333333	7-12
5782	10.33333333	7-12
5783	8	7-12
5784	11	7-12
5785	8	7-12
5787	9.666666667	7-12
5788	11.66666667	7-12
5789	8.666666667	7-12
5790	22.33333333	12+
5791	13.33333333	12+
5792	9.666666667	7-12
5793	15	12+
5794	10.66666667	7-12
5797	17.33333333	12+
5798	13.33333333	12+
5799	9	7-12
5800	5	3-7
5801	8.666666667	7-12
5802	20	12+
5804	3	#NAME?
5807	9	7-12
5808	9	7-12
5809	7.333333333	7-12
5811	9	7-12
5812	10.33333333	7-12
5813	16.66666667	12+
5815	6.333333333	3-7
5816	7.666666667	7-12
5817	11	7-12
5818	5	3-7
5820	12.33333333	12+
5821	9.333333333	7-12
5822	9.333333333	7-12
5823	28.33333333	12+
5825	7.666666667	7-12
5826	11.33333333	7-12
5828	28	12+
5829	12.33333333	12+
5830	9.666666667	7-12
5831	10.66666667	7-12
5832	8	7-12
5833	15.33333333	12+
5834	7.666666667	7-12
5835	14	12+
5836	4.333333333	3-7
5837	9.333333333	7-12
5838	16.33333333	12+
5839	8.666666667	7-12
5840	13	12+
5841	10.33333333	7-12
5843	6.666666667	3-7
5844	3	#NAME?
5845	14.33333333	12+
5846	8	7-12
5848	8.333333333	7-12
5849	6	3-7
5851	12.66666667	12+
5852	10.33333333	7-12
5853	13.66666667	12+
5854	13	12+
5856	20.33333333	12+
5857	8	7-12
5859	2.666666667	#NAME?
5863	19	12+
5864	14.66666667	12+
5865	12.66666667	12+
5867	13.66666667	12+
5868	9.666666667	7-12
5869	9.333333333	7-12
5870	14	12+
5873	9	7-12
5874	10.66666667	7-12
5875	28	12+
5876	6.666666667	3-7
5877	15.66666667	12+
5878	30	12+
5880	4.666666667	3-7
5881	7.333333333	7-12
5883	9	7-12
5885	10	7-12
5886	14	12+
5887	7	3-7
5888	8.333333333	7-12
5889	8.666666667	7-12
5890	10	7-12
5891	10	7-12
5892	8	7-12
5894	17	12+
5895	9.333333333	7-12
5897	6.666666667	3-7
5898	13.33333333	12+
5899	5	3-7
5900	6.666666667	3-7
5904	13	12+
5905	8.333333333	7-12
5906	43	12+
5907	12.33333333	12+
5908	8.666666667	7-12
5909	11.66666667	7-12
5910	10	7-12
5911	6.333333333	3-7
5912	13	12+
5913	9	7-12
5914	8.333333333	7-12
5915	33.66666667	12+
5916	7.666666667	7-12
5917	10.33333333	7-12
5918	7.333333333	7-12
5919	4.333333333	3-7
5920	7.666666667	7-12
5921	6	3-7
5922	16	12+
5923	7.333333333	7-12
5924	7.666666667	7-12
5925	8.333333333	7-12
5926	8.666666667	7-12
5927	6.333333333	3-7
5928	7	3-7
5929	9	7-12
5930	9.666666667	7-12
5931	6.666666667	3-7
5932	8.333333333	7-12
5933	16.33333333	12+
5934	13.66666667	12+
5935	11	7-12
5936	3	#NAME?
5937	15.33333333	12+
5938	12.33333333	12+
5939	8.666666667	7-12
5940	9	7-12
5941	10.33333333	7-12
5942	10.33333333	7-12
5943	12.33333333	12+
5944	7	3-7
5945	10.66666667	7-12
5946	5.666666667	3-7
5947	11.33333333	7-12
5949	6	3-7
5950	25	12+
5951	13.66666667	12+
5952	4.666666667	3-7
5953	8	7-12
5954	6.666666667	3-7
5956	6.666666667	3-7
5957	14	12+
5958	13.33333333	12+
5959	12	7-12
5960	10.33333333	7-12
5962	9	7-12
5963	7	3-7
5964	3	#NAME?
5965	6	3-7
5966	11	7-12
5967	8.666666667	7-12
5969	12.33333333	12+
5970	7.333333333	7-12
5971	20	12+
5974	6	3-7
5975	10.33333333	7-12
5976	9.333333333	7-12
5977	4.666666667	3-7
5978	3	#NAME?
5979	7.333333333	7-12
5981	6	3-7
5982	9	7-12
5984	22	12+
5985	5.666666667	3-7
5987	11.33333333	7-12
5988	18	12+
5989	4.333333333	3-7
5990	15.33333333	12+
5991	8	7-12
5992	14.66666667	12+
5993	15	12+
5994	6	3-7
5995	12	7-12
5996	33.66666667	12+
5998	7	3-7
5999	17.33333333	12+
6000	16	12+
6001	7.333333333	7-12
6002	11.33333333	7-12
6004	10.33333333	7-12
6005	14	12+
6006	11.66666667	7-12
6007	15	12+
6008	8.333333333	7-12
6009	12.33333333	12+
6010	14.66666667	12+
6011	10.33333333	7-12
6012	9.666666667	7-12
6013	8	7-12
6014	6.333333333	3-7
6015	5	3-7
6016	7.666666667	7-12
6017	2.666666667	#NAME?
6018	11.33333333	7-12
6022	12.33333333	12+
6024	7.666666667	7-12
6025	11.33333333	7-12
6026	11	7-12
6028	10	7-12
6029	30.66666667	12+
6030	6.666666667	3-7
6031	8.666666667	7-12
6032	9.333333333	7-12
6033	9	7-12
6034	8	7-12
6036	8.333333333	7-12
6037	6.666666667	3-7
6038	5.333333333	3-7
6039	6	3-7
6040	4.333333333	3-7
6041	9	7-12
6042	7.666666667	7-12
6045	9.666666667	7-12
6046	12	7-12
6051	6.666666667	3-7
6053	10	7-12
6054	10	7-12
6055	13	12+
6056	12.33333333	12+
6057	10.66666667	7-12
6058	11	7-12
6061	10	7-12
6063	9	7-12
6064	8.666666667	7-12
6065	8	7-12
6066	12.66666667	12+
6067	17	12+
6069	11.33333333	7-12
6070	9	7-12
6071	13.66666667	12+
6072	7.333333333	7-12
6073	9.333333333	7-12
6074	21.66666667	12+
6075	7.333333333	7-12
6076	14	12+
6079	9.666666667	7-12
6080	9	7-12
6081	6.666666667	3-7
6082	5.666666667	3-7
6083	7.333333333	7-12
6084	7.333333333	7-12
6086	8	7-12
6087	6.666666667	3-7
6089	6.333333333	3-7
6090	13	12+
6091	8.333333333	7-12
6093	16.33333333	12+
6094	6	3-7
6095	10.33333333	7-12
6097	9.666666667	7-12
6098	10.66666667	7-12
6099	8	7-12
6101	13	12+
6102	8.666666667	7-12
6103	2	#NAME?
6104	10.33333333	7-12
6105	9	7-12
6108	7	3-7
6110	7.666666667	7-12
6111	43	12+
6114	12.66666667	12+
6115	9	7-12
6116	11	7-12
6117	8	7-12
6119	6.333333333	3-7
6120	10.33333333	7-12
6121	9.666666667	7-12
6122	10.33333333	7-12
6124	9.666666667	7-12
6125	8.666666667	7-12
6126	7.666666667	7-12
6127	6	3-7
6128	7	3-7
6129	9.333333333	7-12
6130	8.333333333	7-12
6131	14.33333333	12+
6132	9	7-12
6133	16	12+
6134	8.666666667	7-12
6136	10	7-12
6137	13	12+
6138	3.333333333	3-7
6139	10.33333333	7-12
6140	8.333333333	7-12
6141	8.333333333	7-12
6142	7.333333333	7-12
6143	7	3-7
6144	3.333333333	3-7
6145	4.666666667	3-7
6146	23.33333333	12+
6147	12	7-12
6148	12	7-12
6150	3	#NAME?
6152	6.333333333	3-7
6153	10.33333333	7-12
6154	10.66666667	7-12
6155	3.333333333	3-7
6156	8.666666667	7-12
6157	7.666666667	7-12
6158	5.333333333	3-7
6159	8.666666667	7-12
6160	7.333333333	7-12
6161	8.333333333	7-12
6162	9.333333333	7-12
6163	7.333333333	7-12
6165	9.333333333	7-12
6166	11	7-12
6168	5	3-7
6169	13	12+
6170	12	7-12
6171	8.666666667	7-12
6172	7.666666667	7-12
6173	11.33333333	7-12
6174	9	7-12
6175	7.333333333	7-12
6176	8.333333333	7-12
6178	8.666666667	7-12
6180	8.666666667	7-12
6181	8	7-12
6182	8.666666667	7-12
6183	6.333333333	3-7
6184	32.33333333	12+
6185	11.66666667	7-12
6186	23.33333333	12+
6188	6.666666667	3-7
6189	8.666666667	7-12
6190	11	7-12
6192	6.666666667	3-7
6193	6.666666667	3-7
6194	10	7-12
6195	7	3-7
6196	5	3-7
6197	8	7-12
6199	7	3-7
6200	8.666666667	7-12
6201	6.666666667	3-7
6202	9.666666667	7-12
6203	14	12+
6204	8	7-12
6206	4.333333333	3-7
6207	10.33333333	7-12
6208	10.33333333	7-12
6209	17.33333333	12+
6210	19.66666667	12+
6211	7.333333333	7-12
6212	10	7-12
6213	8.333333333	7-12
6214	8.666666667	7-12
6215	6	3-7
6216	2.333333333	#NAME?
6218	11.66666667	7-12
6219	12.66666667	12+
6221	8.666666667	7-12
6222	6.666666667	3-7
6223	9.333333333	7-12
6224	8.333333333	7-12
6225	6.333333333	3-7
6226	16	12+
6227	15.66666667	12+
6228	8.666666667	7-12
6229	10	7-12
6231	7	3-7
6232	15.33333333	12+
6234	8.333333333	7-12
6235	9	7-12
6237	6.333333333	3-7
6238	12	7-12
6241	11	7-12
6242	8	7-12
6243	7.666666667	7-12
6244	9	7-12
6245	7.333333333	7-12
6246	7.333333333	7-12
6247	8.333333333	7-12
6248	12.66666667	12+
6249	9.666666667	7-12
6252	11	7-12
6254	8.333333333	7-12
6256	7.333333333	7-12
6257	8.333333333	7-12
6258	3.333333333	3-7
6259	8.333333333	7-12
6260	6	3-7
6261	5	3-7
6262	7.666666667	7-12
6263	4	3-7
6264	6.333333333	3-7
6265	9.333333333	7-12
6267	7	3-7
6268	8.666666667	7-12
6270	7.333333333	7-12
6271	9	7-12
6274	9	7-12
6275	9.666666667	7-12
6276	8.666666667	7-12
6277	14.33333333	12+
6279	6.666666667	3-7
6280	8	7-12
6281	10.33333333	7-12
6282	8	7-12
6283	9.333333333	7-12
6285	8	7-12
6287	11.66666667	7-12
6289	3.666666667	3-7
6290	5	3-7
6291	7	3-7
6292	14	12+
6293	8.666666667	7-12
6294	11.33333333	7-12
6295	15.33333333	12+
6297	9.333333333	7-12
6298	2.666666667	#NAME?
6299	14.33333333	12+
6300	9.333333333	7-12
6301	6.666666667	3-7
6302	11.66666667	7-12
6303	7.333333333	7-12
6304	8.666666667	7-12
6305	7.666666667	7-12
6307	8	7-12
6308	5.666666667	3-7
6309	15	12+
6310	10	7-12
6311	8.333333333	7-12
6313	22.66666667	12+
6314	9	7-12
6315	5.333333333	3-7
6316	10.33333333	7-12
6317	10.33333333	7-12
6318	6.666666667	3-7
6321	9	7-12
6323	9.666666667	7-12
6324	14.66666667	12+
6325	9	7-12
6326	5.333333333	3-7
6327	8	7-12
6328	16	12+
6329	10.66666667	7-12
6330	11.33333333	7-12
6331	15	12+
6332	5.333333333	3-7
6333	10.33333333	7-12
6334	20.66666667	12+
6335	7	3-7
6337	15	12+
6338	12.33333333	12+
6339	6	3-7
6340	11	7-12
6341	14.66666667	12+
6342	8.333333333	7-12
6343	7.666666667	7-12
6344	8.333333333	7-12
6345	14	12+
6347	7	3-7
6348	11.33333333	7-12
6349	9	7-12
6350	5.333333333	3-7
6352	9.666666667	7-12
6354	8.333333333	7-12
6355	12	7-12
6358	8	7-12
6360	3.333333333	3-7
6362	6.666666667	3-7
6363	8.333333333	7-12
6364	16	12+
6365	8.333333333	7-12
6368	9	7-12
6369	5.666666667	3-7
6370	10	7-12
6371	7.333333333	7-12
6372	3.333333333	3-7
6374	8.666666667	7-12
6376	7	3-7
6377	12.33333333	12+
6379	10	7-12
6380	6	3-7
6381	10.33333333	7-12
6383	11.33333333	7-12
6384	9.333333333	7-12
6386	14	12+
6387	7	3-7
6392	13	12+
6393	12.66666667	12+
6394	7.666666667	7-12
6395	8.333333333	7-12
6396	12	7-12
6397	10.33333333	7-12
6398	15.33333333	12+
6399	9	7-12
6400	11	7-12
6401	7.666666667	7-12
6402	3.333333333	3-7
6403	7.666666667	7-12
6405	7	3-7
6406	19	12+
6407	9.666666667	7-12
6408	8	7-12
6409	9	7-12
6410	7	3-7
6411	12	7-12
6412	9.333333333	7-12
6413	18.66666667	12+
6414	7.333333333	7-12
6415	12	7-12
6416	9.666666667	7-12
6417	2.666666667	#NAME?
6418	9.666666667	7-12
6419	7.333333333	7-12
6420	13	12+
6421	8.666666667	7-12
6423	10.33333333	7-12
6424	8.333333333	7-12
6425	8	7-12
6426	10	7-12
6427	6.333333333	3-7
6428	9	7-12
6429	8.333333333	7-12
